400203		南侧墙壁			攻城战	沙城	0	6	0				0	1	20013	0	0	0	0					0		0		0	1	1		1	0	0	0					4000003	0	0	0	0	0	0			100											
400204		东侧墙壁			攻城战	沙城	0	6	0				0	1	20013	0	0	0	0					0		0		0	1	1		1	0	0	0					4000003	0	0	0	0	0	0			100											
500001		万宝盼盼			战神	战神	0	2	0				0	1	30066	0	0	0	0				20,130	0		0		37					0	0	0					2000001	0	0	0	0	0	0			100											
500002		小狸宝宝			战神	战神	0	2	0				0	1	30096	0	0	0	0				20,130	0		0		38					0	0	0					2000002	0	0	0	0	0	0			100											
500003		浪漫旺财			战神	战神	0	2	0				0	1	30235	0	0	0	0				20,130	0		0		39					0	0	0					2000003	0	0	0	0	0	0			100											
500004		淘气嘟嘟			战神	战神	0	2	0				0	1	30374	0	0	0	0				20,130	0		0		39					0	0	0					2000003	0	0	0	0	0	0			100											
10010001		村长				新手村NPC	0	5	0				0	1	20010	0	0	0	0					10000203		0	这里叫桃源村，是这个大陆上最美的村子	0					0	0	0					90001	0	2	0	0	0	0			100											
10010002		新手练功房				新手村NPC	0	5	0				0	1	20067	0	0	0	0					10000103	1	2100,1		0					0	0	0					90001	0	2	0	0	0	0			100											
10010003		小翠				新手村NPC	0	5	0				0	1	20008	0	0	0	0					10000202		0	我是村里一枝花，人见人爱都想把我娶回家	0					0	0	0					90001	0	2	0	0	0	0			100											
10010004		初级练功房				新手村NPC	0	5	0				0	1	20067	0	0	0	0		30390			10000104	1	2100,1		0					0	0	0					90001	0	2	0	0	0	0			100											
10010005		小宝				新手村NPC	0	5	0				0	1	20026	0	0	0	0		30380			10000204	1	2100,1	村长说等我长大了，就让我出去闯荡去	0					0	0	0					90001	0	2	0	0	0	0			100											
10010006		高级练功房				新手村NPC	0	5	0				0	1	20067	0	0	0	0					10000105	1	2100,1		0					0	0	0					90001	0	2	0	0	0	0			100											
10010007		巡逻士兵				新手村NPC	0	5	0				0	1	20017	0	0	0	0		30400			10000205	1	2100,1	我们这个桃源村虽然小，可是曾经也是出现过超级强者的	0					0	0	0					90001	0	2	0	0	0	0			100											
10010008		万宝盼盼				新手村NPC	0	5	0				0	1	20071	0	0	0	0					10000206		0	每个强者身边都有一个灵宠，让我跟着你一起冒险吧！	0					0	0	0					90001	0	2	0	0	0	0			100											
10010009		巡逻将军				新手村NPC	0	5	0				0	1	20039	0	0	0	0					10000208		0	保家卫国是军人的职责	0					0	0	0					90001	0	2	0	0	0	0			100											
10010010		矿工嘉楠				新手村NPC	0	5	0				0	1	20003	0	0	0	0					10001210		0	娘亲在家里等着我，我一定要多赚些钱	0					0	0	0					90001	0	2	0	0	0	0			100											
10010011		村口守卫				新手村NPC	0	5	0				0	1	20016	0	0	0	0		30410			10000207	1	2100,1	中州城是一个真正的战士该去的地方，在哪里全是强者	0					0	0	0					90001	0	2	0	0	0	0			100											
10010012		营长博洋				新手村NPC	0	5	0				0	1	20003	0	0	0	0					10001212		0	跟了将军之后，就没回过家也不知道家里的妻儿过的怎么样	0					0	0	0					90001	0	2	0	0	0	0			100											
10010013		新手接待员				新手村NPC	0	5	0				0	1	20005	0	0	0	0					10000201			欢迎来到这个神奇的地方，这是一个强者为尊的大陆，你天赋异禀应该去外面看看	0					0	0	0					90001	0	2	0	0	0	0			100											
10010014		绝学-切割				新手村NPC	0	5	0				0	1	20028	0	0	0	0					10000209			每个强者身边都有一个灵宠，让我跟着你一起冒险吧！	0					0	0	0					90001	0	2	0	0	0	0			100											
10020001		神域使者				比奇NPC	0	5	0				0	1	20009	0	0	0	0					10001228			我想带你到处去飞行，看遍玛法大陆不要停	0					0	0	0					90001	0	3	0	0	0	0			100											
10020002		试炼官				比奇NPC	0	5	0				0	1	20067	0	0	0	0		30440			10001263	1	2100,3	客官要住店吗？	0					0	0	0					90001	0	3	0	0	0	0			100											
10020003		试炼大使				比奇NPC	0	5	0				0	1	20067	0	0	0	0		30440			10001262	1	2100,2	您的试炼任务已完成，你有大陆最强王者得潜力，我看好你，去挑战更高级的BOSS吧！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020004		皇宫守卫				比奇NPC	0	5	0				0	1	20032	0	0	0	0					10001237		0	皇宫门前，禁止停留	0					0	0	0					90001	0	3	0	0	0	0			100											
10020005		国王				比奇NPC	0	5	0				0	1	20031	0	0	0	0					10001238		0	时至今日，我还是放不下当年跟我一起战斗的兄弟们，做梦都想和他们一起战斗！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020006		药店老板				比奇NPC	0	5	0				0	1	20006	0	0	0	0					10001236		0	我这祖传灵药，比那些江湖郎中不知道高到哪里去了~	0					0	0	0					90001	0	3	0	0	0	0			100											
10020007		皇者幻境				比奇NPC	0	5	0				0	1	20070	0	0	0	0		30450			10001254		0	书中自有黄金屋，书中自有颜如玉~（唉，有的话谁还卖书啊！）	0					0	0	0					90001	0	3	0	0	0	0			100											
10020008		训练营				比奇NPC	0	5	0				0	1	20067	0	0	0	0		30420			10001220	1	2100,2	敝店虽小，但品类丰富，要啥有啥！女盆友？我可不是人贩子啊！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020009		战神训练营				比奇NPC	0	5	0				0	1	20067	0	0	0	0		30430			10001260			DUANG！要兵器吗？DUANG！花点小钱我可以给你的装备加特技哟~DUANG！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020010		中州守卫				比奇NPC	0	5	0				0	1	20027	0	0	0	0					10001218			我的职责就是守护中州	0					0		0					90001	0	3	0	0	0	0			100											
10020011		中州接待员				比奇NPC	0	5	0				0	1	20013	0	0	0	0					10001219			欢迎来到中州城，祝你玩得开心，玩得愉快	0					0	0	0					90001	0	3	0	0	0	0			100											
10020012		守卫小浩				比奇NPC	0	5	0				0	1	20039	0	0	0	0					10001230			想要获得极品装备，最简单最暴力的方式就是挖宝啊！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020013		转生神殿				比奇NPC	0	5	0				0	1	20025	0	0	0	0		30140			10001210			转生玩家的幸运宝地	0					0	0	0					90001	0	3	0	0	0	0			100											
10020014		材料副本				比奇NPC	0	5	0				0	1	20028	0	0	0	0		30800			10001526			通天塔	0					0	0	0					90001	0	3	0	0	0	0			100											
10020015		圣装强化副本				比奇NPC	0	5	0				0	1	20026	0	0	0	0					10001252	1	821	一切都是未知数	0					0	0	0					90001	0	3	0	0	0	0			100											
10020016		VIP地图				比奇NPC	0	5	0				0	1	20070	0	0	0	0		30340			10001224	1	6001	VIP玩家的天堂	0					0	0	0					90001	0	3	0	0	0	0			100											
10020017		夺宝奇兵				比奇NPC	0	5	0				0	1	20003	0	0	0	0		30040			10001212		0	神殿卷轴在手，老夫跟你走	0					0	0	0					90001	0	3	0	0	0	0			100											
10020018		酒店小二				比奇NPC	0	5	0				0	1	20004	0	0	0	0					10001252			没事的时候多去看看交易行，那有很多宝贝	0					0	0	0					90001	0	3	0	0	0	0			100											
10020019		神武殿堂				比奇NPC	0	5	0				0	1	20017	0	0	0	0		30160			10001213			没有老夫合不成的东西，如果有？那你找别人去吧	0					0	0	0					90001	0	3	0	0	0	0			100											
10020020		神武任务				比奇NPC	0	5	0				0	1	20028	0	0	0	0		30150			10001226	2	2201	收铜收铁收铝，废旧塑料，酒瓶易拉罐咯	0					0	0	0					90001	0	3	0	0	0	0			100											
10020021		福利地图				比奇NPC	0	5	0				0	1	20068	0	0	0	0		30330			10001249	1	8001		0					0	0	0					90001	0	3	0	0	0	0			100											
10020022		精英阁				比奇NPC	0	5	0				0	1	20011	0	0	0	0		30050			10001214		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10020023		翅膀副本				比奇NPC	0	5	0				0	1	20003	0	0	0	0		30070			10001215	2	3400		0					0	0	0					90001	0	3	0	0	0	0			100											
10020024		沙城争霸				比奇NPC	0	5	0				0	1	20031	0	0	0	0		30030			10001216			你有帮会吗？我可以带你回帮会领地	0					0	0	0					90001	0	3	0	0	0	0			100											
10020025		圣装地图				比奇NPC	0	5	0				0	1	20070	0	0	0	0		30300			10001248	1	6002	没钱就来挖点矿，赚钱升级两不误	0					0	0	0					90001	0	3	0	0	0	0			100											
10020026		世界地图				比奇NPC	0	5	0				0	1	20068	0	0	0	0		30320			10001251	1	6003	大陆上妖魔众多，你是来帮我的么？	0					0	0	0					90001	0	3	0	0	0	0			100											
10020027		生肖地图				比奇NPC	0	5	0				0	1	20070	0	0	0	0		30310			10001223	1	604	有装备需要合成？找我算是找对人了	0					0	0	0					90001	0	3	0	0	0	0			100											
10020028		通天塔				比奇NPC	0	5	0				0	1	20062	0	0	0	0		30060	0,-250		10001221	1	4300	龙争虎斗	0					0	0	0					90001	0	3	0	0	0	0			100											
10020029		守护兽进阶副本				比奇NPC	0	5	0				0	1	20019	0	0	0	0		30000			10001225	2	9200	双倍时间参与活动，奖励翻倍！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020030		荣耀地图				比奇NPC	0	5	0				0	1	20070	0	0	0	0		30290			10001222	1	402	四座魔神，等你来战	0					0	0	0					90001	0	3	0	0	0	0			100											
10020032		特权地图				比奇NPC	0	5	0				0	1	20069	0	0	0	0		30280			10001217	1	1800							0	0	0					90001	0	3	0	0	0	0			100											
10020033		治疗老人				比奇NPC	0	5	0				0	1	20015	0	0	0	0		30020			10001227			专治疑难杂症，缺血少蓝，找我给你秒恢复	0					0	0	0					90001	0	3	0	0	0	0			100											
10020034		等级副本				比奇NPC	0	5	0				0	1	20019	0	0	0	0		30480			10001257				0					0	0	0					90001	0	3	0	0	0	0			100											
10020035		怪物攻城				比奇NPC	0	5	0				0	1	20025	0	0	0	0		30140			10001258			转生玩家的幸运宝地	0					0	0	0					90001	0	3	0	0	0	0			100											
10020036		天下第一				比奇NPC	0	5	0				0	1	20019	0	0	0	0		30490			10001261			双倍时间参与活动，奖励翻倍！	0					0	0	0					90001	0	3	0	0	0	0			100											
10020037		元宝副本				比奇NPC	0	5	0				0	1	20016	0	0	0	0		30500			10001264		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10020038		盟重传送门				比奇NPC	0	5	0				0	1	20061	0	0	0	0		30700			10001203		0	盟重有大量限时活动：[color=#fd1c1c]神武殿堂、夺宝奇兵、怪物攻城、天下第一、精英阁[/color]等，是否传送至盟重	0					0	0	0					4000001	0	3	0	0	0	0			100											
10020039		幽冥鬼域				比奇NPC	0	5	0				0	1	20027	0	0	0	0		39100			10001528				0					0	0	0					90001	0	3	0	0	0	0			100											
10020040		魔王降临				比奇NPC	0	5	0				0	1	20021	0	0	0	0		30520			10001529		0	盟重有大量限时活动：[color=#fd1c1c]神武殿堂、夺宝奇兵、怪物攻城、天下第一、精英阁[/color]等，是否传送至盟重	0					0	0	0					90001	0	3	0	0	0	0			100											
10020041		一站到底				比奇NPC	0	5	0				0	1	20024	0	0	0	0		30530			10001530	2	11301		0					0	0	0					90001	0	3	0	0	0	0			100											
10060001		盟重传送员				土城NPC	0	5	0				0	1	20009	0	0	0	0					10001505			我想带你到处去飞行，看遍玛法大陆不要停	0					0	0	0					90001	0	3	0	0	0	0			100											
10060002		盟重守卫				土城NPC	0	5	0				0	1	20027	0	0	0	0					10001501			连续登陆7天，每天都有超值好礼相送	0					0	0	0					90001	0	3	0	0	0	0			100											
10060003		无上道人				土城NPC	0	5	0				0	1	20021	0	0	0	0					10001503		0	组队击杀BOSS，同队队员可以拾取BOSS掉落物品！	0					0	0	0					90001	0	3	0	0	0	0			100											
10060004		布店老板				土城NPC	0	5	0				0	1	20019	0	0	0	0					10001502		0	绫罗绸缎，瞧一瞧，看一看	0					0	0	0					90001	0	3	0	0	0	0			100											
10060005		战神试炼场				土城NPC	0	5	0				0	1	20067	0	0	0	0		30430			10001504	1	2100,3	不买肉就滚开，别在这挡道	0					0	0	0					90001	0	3	0	0	0	0			100											
10060006		药店老板				土城NPC	0	5	0				0	1	20006	0	0	0	0					10003206		0	我这祖传灵药，比那些江湖郎中不知道高到哪里去了~	0					0	0	0					90001	0	3	0	0	0	0			100											
10060007		书店老板				土城NPC	0	5	0				0	1	20002	0	0	0	0					10003207		0	书中自有黄金屋，书中自有颜如玉~（唉，有的话谁还卖书啊！）	0					0	0	0					90001	0	3	0	0	0	0			100											
10060008		杂货铺老板				土城NPC	0	5	0				0	1	20005	0	0	0	0					10003208		0	敝店虽小，但品类丰富，要啥有啥！女盆友？我可不是人贩子啊！	0					0	0	0					90001	0	3	0	0	0	0			100											
10060009		镇魔使者				土城NPC	0	5	0				0	1	20001	0	0	0	0					10001518		0	DUANG！要兵器吗？DUANG！花点小钱我可以给你的装备加特技哟~DUANG！	0					0	0	0					90001	0	3	0	0	0	0			100											
10060010		守墓马胖				土城NPC	0	5	0				0	1	20017	0	0	0	0					10003210			有我马胖在，石墓里的妖魔鬼怪一个也别想出来	0					0	0	0					90001	0	3	0	0	0	0			100											
10060011		元宝大作战				土城NPC	0	5	0				0	1	20016	0	0	0	0					10003211		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060012		迷惑殿堂				土城NPC	0	5	0				0	1	20011	0	0	0	0					10003212		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060013		精英阁				土城NPC	0	5	0				0	1	20012	0	0	0	0					10003213		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060014		金榜题名				土城NPC	0	5	0				0	1	20024	0	0	0	0					10003214				0					0	0	0					90001	0	3	0	0	0	0			100											
10060015		步步为赢				土城NPC	0	5	0				0	1	20001	0	0	0	0					10003215				0					0	0	0					90001	0	3	0	0	0	0			100											
10060016		生存战场				土城NPC	0	5	0				0	1	20033	0	0	0	0					10003216		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060017		深渊大厅				土城NPC	0	5	0				0	1	20019	0	0	0	0					10003217		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060018		旋云之巅				土城NPC	0	5	0				0	1	20030	0	0	0	0					10003218		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060019		激情泡点				土城NPC	0	5	0				0	1	20023	0	0	0	0					10003219		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060020		乱斗之王				土城NPC	0	5	0				0	1	20016	0	0	0	0					10003220		0	功能暂未开启，敬请期待！	0					0	0	0					90001	0	3	0	0	0	0			100											
10060021		神威狱				土城NPC	0	5	0				0	1	20022	0	0	0	0					10003221		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10060022		无上道人				土城NPC	0	5	0				0	1	20025	0	0	0	0					10003222			这地方连个阴凉都没有，都快晒成干了……	0					0	0	0					90001	0	3	0	0	0	0			100											
10060023		郑镖头				土城NPC	0	5	0				0	1	20023	0	0	0	0					10003223			想拉镖去比奇找我大哥郑镖头去	0					0	0	0					90001	0	3	0	0	0	0			100											
10060024		虚幻洞窟				土城NPC	0	5	0				0	1	20036	0	0	0	0					10003224				0					0	0	0					90001	0	3	0	0	0	0			100											
10060025		城主雕像				土城NPC	0	5	0				0	1	20048	0	0	0	0					10003225			多年沙城梦，再创新传奇	0					0	0	0					90001	0	3	0	0	0	0			100											
10060027		治疗老人				土城NPC	0	5	0				0	1	20021	0	0	0	0		30020			10001519			妙手回春，立即回满血量！	0					0	0	0					90001	0	3	0	0	0	0			100											
10060028		镇魔守卫				土城NPC	0	5	0				0	1	20028	0	0	0	0					10003227				0					0	0	0					90001	0	3	0	0	0	0			100											
10060029		中州传送门				土城NPC	0	5	0				0	1	20061	0	0	0	0		30600			10001527		0	是否返回[color=#fd1c1c]中州城[/color]	0					0	0	0					90001	0	3	0	0	0	0			100											
10070001		[color=#fd1c1c]「圣装」妖灵伯爵(4000级)[/color]				圣域NPC	0	5	0				0	1	30232	0	0	0				20,-230		10031402				0					0	0	0					90101	0	3	1	0	0	0			100									1		
10070002		[color=#fd1c1c]「圣装」暗影主宰(4500级)[/color]				圣域NPC	0	5	0				0	1	30222	0	0	0				20,-250		10031404				0					0	0	0					90101	0	3	1	0	0	0			100									2		
10070003		[color=#fd1c1c]「圣装」巨岩领主(5000级)[/color]				圣域NPC	0	5	0				0	1	30226	0	0	0				20,-270		10031406		0		0					0	0	0					90101	0	3	1	0	0	0			100									3		
10070004		[color=#fd1c1c]「圣装」哀嚎女妖(5500级)[/color]				圣域NPC	0	5	0				0	1	30223	0	0	0				20,-270		10031408		0		0					0	0	0					90101	0	3	1	0	0	0			100									4		
10070005		[color=#fd1c1c]「圣装」黄金战神(6000级)[/color]				圣域NPC	0	5	0				0	1	30229	0	0	0				20,-260		10031410		0		0					0	0	0					90101	0	3	1	0	0	0			100									5		
10070006		[color=#fd1c1c]「圣装」铁铠矮人(6500级)[/color]				圣域NPC	0	5	0				0	1	30231	0	0	0				20,-200		10031412		0		0					0	0	0					90101	0	3	1	0	0	0			100									6		
10070007		[color=#fd1c1c]「圣装」银盾圣枪(7000级)[/color]				圣域NPC	0	5	0				0	1	30227	0	0	0				20,-250		10031414		0		0					0	0	0					90101	0	3	1	0	0	0			100									7		
10070008		[color=#fd1c1c]「圣装」暗夜公爵(7500级)[/color]				圣域NPC	0	5	0				0	1	30228	0	0	0				20,-200		10031416				0					0	0	0					90101	0	3	1	0	0	0			100									8		
10070009		[color=#fd1c1c]「圣装」暗影死侍(8000级)[/color]				圣域NPC	0	5	0				0	1	30233	0	0	0				20,-270		10031418				0					0	0	0					90101	0	3	1	0	0	0			100									9		
10070010		[color=#fd1c1c]「圣装」四海剑灵(8500级)[/color]				圣域NPC	0	5	0				0	1	30224	0	0	0				20,-280		10031420				0					0	0	0					90101	0	3	1	0	0	0			100									10		
10070011		[color=#fd1c1c]「圣装」寒冰巫魔(9000级)[/color]				圣域NPC	0	5	0				0	1	30225	0	0	0				20,-200		10031422				0					0	0	0					90101	0	3	1	0	0	0			100									11		
10070012		[color=#fd1c1c]「圣装」狼王之魂(9500级)[/color]				圣域NPC	0	5	0				0	1	30230	0	0	0				20,-300		10031424				0					0	0	0					90101	0	3	1	0	0	0			100									12		
10080001		苍穹禁地一层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031402				0					0	0	0					90001	0	3	0	0	0	0			100											
10080002		苍穹禁地二层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031404				0					0	0	0					90001	0	3	0	0	0	0			100											
10080003		苍穹禁地三层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031406		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10080004		苍穹禁地四层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031408		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10080005		苍穹禁地五层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031410		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10080006		苍穹禁地六层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031412		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10080007		苍穹禁地七层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031414		0	功能暂未开启，敬请期待！	0					0	0	0					90001	0	3	0	0	0	0			100											
10080008		苍穹禁地八层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031416				0					0	0	0					90001	0	3	0	0	0	0			100											
10080009		苍穹禁地九层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031418			这地方连个阴凉都没有，都快晒成干了……	0					0	0	0					90001	0	3	0	0	0	0			100											
10080010		苍穹禁地十层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031420			想拉镖去比奇找我大哥郑镖头去	0					0	0	0					90001	0	3	0	0	0	0			100											
10080011		苍穹禁地十一层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031422				0					0	0	0					90001	0	3	0	0	0	0			100											
10080012		苍穹禁地十二层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031424			多年沙城梦，再创新传奇	0					0	0	0					90001	0	3	0	0	0	0			100											
10080013		苍穹禁地十三层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031426			双倍时间参与活动，奖励翻倍！	0					0	0	0					90001	0	3	0	0	0	0			100											
10080014		苍穹禁地十四层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031428			妙手回春，立即回满血量！	0					0	0	0					90001	0	3	0	0	0	0			100											
10080015		苍穹禁地十五层				苍穹禁地NPC	0	5	0				0	1	20024	0	0	0	0					10031430				0					0	0	0					90001	0	3	0	0	0	0			100											
10090001		虎镖头				押镖npc	0	5	0				0	1	20023	0	0	0	0					10031502				0					0	0	0					90001	0	3	0	0	0	0			100											
10090002		郑镖头				押镖npc	0	5	0				0	1	20023	0	0	0	0					10031503			想拉镖去找我大哥虎镖头去	0					0	0	0					90001	0	3	0	0	0	0			100											
10100001		皇宫传送员				沙城NPC	0	5	0				0	1	20023	0	0	0	0					10500104				0					0	0	0					90001	0	3	0	0	0	0			100											
10110001		战将				转职NPC	0	5	0				0	1	4300028	4100021	0	0	0					10001225	1	214	你已成为一名荣耀的战士了，是时候去新世界中闯荡一番了！	0					0	0	0					90001	0	3	0	0	0	0			100											
10110002		战圣				转职NPC	0	5	0				0	1	4300029	4100022	0	0	0					10001225	1	214	你已成为独当一面的魂战士了，去新世界中扬名吧！	0					0	0	0					90001	0	3	0	0	0	0			100											
10110003		战皇				转职NPC	0	5	0				0	1	4300037	4100024	0	0	0					10001225	1	214	你已成为大陆中人人敬仰的狂战士了，将战魂精神传承给更多的人吧！	0					0	0	0					90001	0	3	0	0	0	0			100											
10110004		战尊				转职NPC	0	5	0				0	1	4300038	4100025	0	0	0					10001225	1	214	你已成为一名荣耀的战士了，是时候去新世界中闯荡一番了！	0					0	0	0					90001	0	3	0	0	0	0			100											
10110005		战神				转职NPC	0	5	0				0	1	4300045	4100031	0	0	0					10001225	1	214	你已成为独当一面的魂战士了，去新世界中扬名吧！	0					0	0	0					90001	0	3	0	0	0	0			100											
10110006		战帝				转职NPC	0	5	0				0	1	4300051	4100032	0	0	0					10001225	1	214	你已成为大陆中人人敬仰的狂战士了，将战魂精神传承给更多的人吧！	0					0	0	0					90001	0	3	0	0	0	0			100											
10120001		回城传送员				跨服NPC	0	5	0				0	1	20016		0	0	0		30460			10700302				0					0	0	0					90001	0	3	0	0	0	0			100											
10120002		万魔圣域传送员				跨服NPC	0	5	0				0	1	20028		0	0	0		30470			10700304				0					0	0	0					90001	0	3	0	0	0	0			100											
10120003		霸者BOSS				跨服NPC	0	5	0				0	1	20031		0	0	0		30470			10700301				0					0	0	0					90001	0	3	0	0	0	0			100											
10120004		治疗老人				跨服NPC	0	5	0				0	1	20015	0	0	0	0		30020			10700303			妙手回春，立即回满血量！	0					0	0	0					90001	0	3	0	0	0	0			100											
10120005		远古战场				跨服NPC	0	5	0				0	1	20033	0	0	0	0		30900			10700305		0		0					0	0	0					90001	0	3	0	0	0	0			100											
10120006		竞技场				跨服NPC	0	5	0				0	1	20023	0	0	0	0					10700306	2	20010		0					0	0	0					90001	0	3	0	0	0	0			100											
10130001		[color=#fd1c1c]「霸者」暗影树精(1000级)[/color]				霸者NPC	0	5	0				0	1	30152	0	0	0				20,-250						0					0	0	0					90101	0	3	1	0	0	0			100									36		
10130002		[color=#fd1c1c]「霸者」双面妖兽(2000级)[/color]				霸者NPC	0	5	0				0	1	30151	0	0	0				20,-220						0					0	0	0					90101	0	3	1	0	0	0			100									37		
10130003		[color=#fd1c1c]「霸者」狮面力士(3000级)[/color]				霸者NPC	0	5	0				0	1	30146	0	0	0				10,-260				0		0					0	0	0					90101	0	3	1	0	0	0			100									38		
10130004		[color=#fd1c1c]「霸者」双翼魔尊(4000级)[/color]				霸者NPC	0	5	0				0	1	30144	0	0	0				20,-250				0		0					0	0	0					90101	0	3	1	0	0	0			100									39		
10130005		[color=#fd1c1c]「霸者」霸刀战皇(5000级)[/color]				霸者NPC	0	5	0				0	1	30149	0	0	0				20,-240				0		0					0	0	0					90101	0	3	1	0	0	0			100									40		
20010101		狼	狼			新手练功房1	0	4	4001				0	1	30161	0	0	0	0			20,110		10000122				0						0	0					5002001	0	0	0	0	0	0			100	1							1			
20010102		狼	狼			新手练功房1	0	4	4001				0	1	30161	0	0	0	0			20,110		10000123				0						0	0					5002002	0	0	0	0	0	0			100	1							1			
20010201		犬夜魔	犬夜魔			新手练功房2	0	4	4001				0	10	30160	0	0	0	0			20,130		10000124				0						0	0					5002003	0	0	0	0	0	0			100	1							1			
